,ID,SortID,NextID,PreviousID,Parent,Lemma,LemmaType,Inflected,Irregular,POS,Morphology,MorphologyUncertain,WSPage,WSPosition,WSLetter,WSClass,WSClassImplied,WSClassOverride,WSClassOverrideReason,WSLemma,WSSubIndex,WSFormInfo,WSClassInfo,WSReconstruction,WSConjecture,WSUnclear,WS1920,Translation,Comment1,Comment2,Problematic,Verified,VerificationTS,ARCHIVE_StatusTS,ARCHIVE_Morphology
918,932,958.0,,,,Gabair,1,False,False,1,2,False,41.0,3.0,g,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-19 11:36:40,2002-06-10 20:22:16,72.0
919,933,959.0,,,,gabairhteins,1,False,False,4,17,False,41.0,4.0,g,32.0,False,,,,,,152(6),False,False,False,,Erscheinung,,,False,True,2003-09-19 11:36:44,2002-06-10 20:22:25,17.0
920,934,960.0,,,,gabaur,1,False,False,5,4,False,41.0,5.0,g,70.0,False,,,,1.0,,,False,False,False,,Kollekte; Steuer,,,False,True,2003-09-19 11:36:47,2002-06-10 20:22:47,23.0
921,935,961.0,,,,gabaur,1,False,False,3,3,False,41.0,6.0,g,55.0,False,,,,2.0,"115,2",,True,False,False,,Festgelage,,,False,True,2003-09-19 11:37:02,1999-06-16 05:57:07,1.0
922,936,962.0,,,,gabaurgja,1,False,False,3,23,False,41.0,7.0,g,62.0,False,,,,,,,False,False,False,,Mitbürger,,,False,True,2003-09-19 11:37:05,2002-06-10 20:23:26,7.0
923,937,963.0,,,,gabaurjaba,1,False,False,12,1,False,41.0,8.0,g,18.0,False,,,,,,191A1,False,False,False,,gern,,,False,True,2003-09-19 11:37:14,2002-06-10 20:23:39,39.0
924,938,964.0,,,,gabaurjoþus,1,False,False,3,19,False,41.0,9.0,g,65.0,False,,,,,,,False,False,False,,Lust,,,False,True,2003-09-19 11:37:17,2002-06-10 20:23:45,6.0
925,939,965.0,,,,gabaurþiwaurd,1,False,False,5,4,False,41.0,10.0,g,70.0,False,,,,,,,False,False,False,,Geschlechtsregister,,,False,True,2003-09-19 11:37:19,2002-06-10 20:24:00,23.0
926,940,966.0,,,,gabaurþs,1,False,False,4,16,False,41.0,11.0,g,30.0,False,,,,,,118,False,False,False,,"1. Geburt; ""mel ~þais"": Geburtstagsfeier; ""barne ~þs"": das Kindergebären_x000D_
2. Abstammung, Geschlecht_x000D_
3. Geburtsland_x000D_
4. ""þans us gabaurþai astans"": die natürlichen Zweige",,,False,True,2003-09-19 11:37:48,2002-06-10 20:26:34,16.0
927,941,967.0,,,,gabei,1,False,False,4,24,False,41.0,12.0,g,36.0,False,,,,,,,False,False,False,,Reichtum,,,False,True,2003-09-19 11:37:53,2002-06-10 20:26:47,19.0
928,942,968.0,,,945.0,gabeigs,2,False,False,47,64,False,41.0,13.0,g,1.0,False,,,,,,,False,False,False,,[s. gabigs],,,False,True,2003-09-11 03:36:05,2002-07-05 15:29:02,74.0
929,943,969.0,,,,gabigjan,1,False,False,9,55,False,41.0,14.0,g,96.0,False,,,,,,,False,False,False,,reich machen,,,False,True,2003-09-19 11:38:30,2002-06-10 20:27:38,53.0
930,944,970.0,,,,gabignan,1,False,False,9,58,False,41.0,15.0,g,99.0,False,,,,,,,False,False,False,,reich sein,,,False,True,2003-09-19 11:38:33,2002-06-10 20:27:47,56.0
931,945,971.0,,,,gabigs,1,False,False,6,32,False,41.0,16.0,g,12.0,False,,,,,"-eigs, vgl. PBB. 12,202",,False,False,False,,"reich an [""in"" m. Dat.] – [Adv.] ""gabigaba"": reichlich",ook: gabeigs,,False,True,2003-09-11 03:41:27,2002-06-10 20:28:47,31.0
932,946,972.0,,,,gabinda,1,False,False,4,11,False,41.0,17.0,g,37.0,False,,,,,,,False,False,False,,Band,,,False,True,2003-09-19 11:38:39,2002-06-10 20:28:57,12.0
933,947,973.0,,,,gabindi,1,False,False,4,13,False,41.0,18.0,g,1.0,False,,,,,,,False,False,False,,Band,"Streitberg geeft enkel dit op: ""dsgl. C 3,14 B"", waarbij dsgl. verwijst naar het voorafgaande lemma, gabinda (Fo). Daarnaast bestaat ook een lemma gabundi (Fio); vermoedelijk is dus ook gabindi een Fio. Zeker is dat niet: uit de tekst zelf kan niets worden afgeleid, het zou in theorie ook een onz. substantief kunnen zijn (of niet?)",,True,True,2003-09-11 09:22:28,2002-06-10 20:32:33,74.0
934,948,974.0,,,,gableiþeins,1,False,False,4,17,False,41.0,19.0,g,32.0,False,,,,,,152(6),False,False,False,,Erbarmen,,,False,True,2003-09-19 11:38:46,2002-06-10 20:32:40,17.0
935,949,975.0,,,,Gabriel,1,False,False,1,2,False,41.0,20.0,g,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-19 11:38:48,2002-06-10 20:32:52,72.0
936,950,976.0,,,,gabruka,1,False,False,4,11,False,41.0,21.0,g,37.0,False,,,,,,,False,False,False,,Brocken,,,False,True,2003-09-19 11:38:51,2002-06-10 20:33:04,12.0
937,951,977.0,,,,gabundi,1,False,False,4,13,False,41.0,22.0,g,33.0,False,,,,,,,False,False,False,,Band,,,False,True,2003-09-19 11:38:53,2002-06-10 20:33:15,14.0
938,952,978.0,,,,gadaila,1,False,False,3,23,False,41.0,23.0,g,62.0,False,,,,,,"187,6",False,False,False,,"Teilnehmer, Genosse",,,False,True,2003-09-19 11:39:02,2002-06-10 20:33:31,7.0
939,953,979.0,,,,gadauka,1,False,False,3,23,False,41.0,24.0,g,62.0,False,,,,,,,True,False,False,,Hausgenosse,,,False,True,2003-09-19 11:39:07,2002-06-10 20:33:39,7.0
940,954,980.0,,,,Gaddarenus,1,False,False,1,2,False,41.0,25.0,g,1.0,False,,,,,,163,True,False,False,,,,,False,True,2003-09-19 11:39:18,2002-06-10 20:34:02,72.0
941,955,981.0,,,,gadeþs,1,False,False,4,16,False,41.0,26.0,g,30.0,False,,,,,,,True,False,False,,Tat,,,False,True,2003-09-19 11:39:28,2002-06-10 20:34:34,16.0
942,956,982.0,,,,gadigis,1,False,False,5,4,False,41.0,27.0,g,70.0,False,,,,,,,False,True,False,,Gebilde: [Konjektur für †gadikis],,,False,True,2003-09-19 11:39:33,2002-06-10 20:35:00,23.0
943,957,983.0,,,,gadiliggs,1,False,False,3,2,False,41.0,28.0,g,54.0,False,,,,,,,False,False,False,,Vetter,,,False,True,2003-09-16 06:29:10,2002-06-10 20:35:47,11.0
944,958,984.0,,,,ga-dofs,1,False,False,6,31,False,41.0,29.0,g,11.0,False,,,,,,,True,False,False,,"[nur im Neutr.:] ""gadob ist (gadof ist)"": es schickt sich für; ""þata gadob"": Schicklichkeit, Ordnung","Ebbinghaus klasseert het adjectief (onder voorbehoud) bij ""hrains"" (Adj.i)",,False,True,2003-09-19 11:44:17,2002-07-05 15:29:06,36.0
945,959,985.0,,,,gadrauhts,1,False,False,3,15,False,41.0,30.0,g,57.0,False,,,,,,,False,False,False,,Soldat,,,False,True,2003-09-19 11:44:21,2002-06-10 20:37:56,5.0
946,960,986.0,,,,gafah,1,False,False,5,4,False,41.0,31.0,g,70.0,False,,,gafāh,,53,,True,False,False,,Fang,,,False,True,2003-09-19 11:44:26,2002-06-10 20:38:17,23.0
947,961,987.0,,,,gafaurds,1,False,False,4,16,False,41.0,32.0,g,30.0,False,,,,,,,False,False,False,,"Versammlung, hoher Rat",,,False,True,2003-09-19 11:44:28,2002-06-11 17:01:56,16.0
948,962,988.0,,,,gafaurs,1,False,False,6,35,False,42.0,1.0,g,13.0,False,,,,,115(3),183(2),False,False,False,,"ehrbar; nüchtern, besonnen",,,False,True,2003-09-19 11:48:35,2002-06-11 17:02:21,34.0
949,963,989.0,,,,gafehaba,1,False,False,12,1,False,42.0,2.0,g,18.0,False,,,,,,191A1,False,False,False,,anständig,,,False,True,2003-09-19 11:48:49,2002-06-11 17:03:27,39.0
950,964,990.0,,,,gafeteins,1,False,False,4,17,False,42.0,3.0,g,32.0,False,,,,,,152(6),False,False,False,,Kleidung,,,False,True,2003-09-19 11:48:53,2002-06-11 17:03:34,17.0
951,965,100.0,,,,aihtron,1,False,False,9,56,False,3.0,30.0,a,97.0,False,,,,,,,False,False,False,,betteln; für sich verlangen,,,False,True,2003-09-17 12:30:24,1998-11-30 05:45:23,54.0
952,966,200.0,,,,alewja,1,False,False,6,31,False,7.0,3.0,a,93.0,False,,,,,,,False,False,False,,Öl-,"Dilemma: ik kan Gomorph het paradigma laten genereren door Adj.a op te geven, maar dat klopt wellicht niet (alew-j-a!). Met andere woorden: opnieuw die oude vraag naar de eigenlijke status van de Gomorph-klasse (en Gomorph tout-court): zomaar een label of een label dat de taalkundige realiteit (volledig) weerspiegelt.",,True,True,2003-09-17 13:58:18,1998-11-30 06:50:15,36.0
953,970,996.0,,,,gafilh,1,False,False,5,4,False,42.0,4.0,g,70.0,False,,,,,,,True,False,False,,Begräbnis,,,False,True,2003-09-19 11:49:34,2002-06-11 17:05:23,23.0
954,972,998.0,,,,gafraþjei,1,False,False,4,24,False,42.0,5.0,g,36.0,False,,,,,,,False,False,False,,"Klugheit, Besonnenheit",,,False,True,2003-09-19 11:50:23,2002-06-11 17:05:37,19.0
955,973,999.0,,,,gafreideins,1,False,False,4,17,False,42.0,6.0,g,32.0,False,,,,,,152(6),False,False,False,,"Erhaltung, Bewahrung",,,False,True,2003-09-19 11:50:27,2002-06-11 17:05:49,17.0
956,974,1000.0,,,,gafrijons,1,False,False,4,16,False,42.0,7.0,g,30.0,False,,,,,,,False,False,False,,Kuß,,,False,True,2003-09-19 11:50:31,2002-06-11 17:05:58,16.0
957,975,1001.0,,,,gafriþons,1,False,False,4,16,False,42.0,8.0,g,30.0,False,,,,,,,False,False,False,,Versöhnung,,,False,True,2003-09-19 11:50:36,2002-06-11 17:06:12,16.0
958,976,1002.0,,,,gafulgins,1,False,False,6,32,False,42.0,9.0,g,12.0,False,,,,,,,False,False,False,,verborgen vor,,,False,True,2003-09-19 11:50:38,2002-06-11 17:06:25,31.0
959,977,1003.0,,,,gagg,1,False,False,5,4,False,42.0,10.0,g,70.0,False,,,,,,,True,False,False,,"Weg, Straße",,,False,True,2003-09-19 11:50:44,2002-06-11 17:07:03,23.0
960,978,1004.0,,,,gaggan,1,False,True,9,50,False,42.0,11.0,g,88.0,False,defekt.red.V.3,2.0,,,,"Prät. gaggida L 19,12 sonst iddja 211,3",False,False,False,,gehen,,,False,True,2003-09-19 12:31:11,2002-06-11 17:07:37,48.0
961,979,1005.0,,,,af-gaggan,1,False,True,9,50,False,42.0,12.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"weggehn von [""af"" m. Dat.]",,,False,True,2003-09-19 12:31:25,2002-06-11 17:53:03,48.0
962,980,1006.0,,,,afar-gaggan,1,False,True,9,50,False,42.0,13.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"nachgehn, folgen",,,False,True,2003-09-19 12:29:13,2002-06-11 17:54:05,48.0
963,981,1007.0,,,,ana-gaggan,1,False,True,9,50,False,42.0,14.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,kommen,,,False,True,2003-09-19 12:29:18,2002-06-11 17:54:38,48.0
964,982,1008.0,,,,at-gaggan,1,False,True,9,50,False,42.0,15.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"hinzugehen, kommen",,,False,True,2003-09-19 12:29:23,2002-06-11 17:54:55,48.0
965,983,1009.0,,,,du-atgaggan,1,False,True,9,50,False,43.0,1.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,hinzukommen zu,"Opgelet: lemma ""duat-gaggan"" aan Gomorph doorgeven, d.w.z. prefix strikt scheiden van stam (vermits die overschreven wordt).",,False,True,2003-09-19 12:29:29,2002-06-11 17:55:16,48.0
966,984,1010.0,,,,inn-atgaggan,1,False,True,9,50,False,43.0,2.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,hineinkommen,,,False,True,2003-09-19 12:29:34,2002-06-11 17:55:35,48.0
967,985,1011.0,,,,faur-gaggan,1,False,True,9,50,False,43.0,3.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,vorübergehn,,,False,True,2003-09-19 12:29:39,2002-06-11 17:56:03,48.0
968,986,1012.0,,,,faur-bigaggan,1,False,True,9,50,False,43.0,4.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,[m. Akk.] einem vorausgehn,,,False,True,2003-09-19 12:29:44,2002-06-11 17:56:47,48.0
969,987,1013.0,,,,faura-gaggan,1,False,True,9,50,False,43.0,5.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"1. vorangehn_x000D_
2. vorstehn",,,False,True,2003-09-19 12:29:49,2002-06-11 17:57:18,48.0
970,988,1014.0,,,,ga-gaggan,1,False,True,9,50,False,43.0,6.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,zusammenkommen //...,,,False,True,2003-09-19 12:29:54,2002-06-11 17:57:56,48.0
971,989,1015.0,,,,inn-gaggan,1,False,True,9,50,False,43.0,7.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,hineingehn,,,False,True,2003-09-19 12:29:59,2002-06-11 17:58:20,48.0
972,990,1016.0,,,,miþ-gaggan,1,False,True,9,50,False,43.0,8.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,[m. Dat.] mitgehn mit,,,False,True,2003-09-19 12:30:05,2002-06-11 17:58:49,48.0
973,991,1017.0,,,,þairh-gaggan,1,False,True,9,50,False,43.0,9.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"1. hindurchgehn, vorübergehn_x000D_
2. herumgehn, durchstreifen",,,False,True,2003-09-19 12:30:10,2002-06-11 17:59:22,48.0
974,992,1018.0,,,,ufar-gaggan,1,False,True,9,50,False,43.0,10.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"1. [m. Akk.] etw. übertreten_x000D_
2. [absolut] übergreifen",,,False,True,2003-09-19 12:30:16,2002-06-11 17:59:50,48.0
975,993,1019.0,,,,us-gaggan,1,False,True,9,50,False,43.0,11.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,"ausgehn, hinausgehn",,,False,True,2003-09-19 12:30:22,2002-06-11 18:00:05,48.0
976,994,1020.0,,,,ut-gaggan,1,False,True,9,50,False,43.0,12.0,g,88.0,True,defekt.red.V.3,2.0,ūt-gaggan,,,,False,False,False,,"hinausgehn, ausgehn",,,False,True,2003-09-19 12:30:27,2002-06-11 18:00:38,48.0
977,995,1021.0,,,,wiþra-gaggan,1,False,True,9,50,False,43.0,13.0,g,88.0,True,defekt.red.V.3,2.0,,,,,False,False,False,,[m. Akk.] entgegengehn,,,False,True,2003-09-19 12:30:32,2002-06-11 18:01:08,48.0
978,996,1022.0,,,,gagrefts,1,False,False,4,16,False,43.0,14.0,g,30.0,False,,,,,,,False,False,False,,"Beschluß, Verordnung",,,False,True,2003-09-19 12:37:12,2002-06-11 17:23:42,16.0
979,997,1023.0,,,,gagudei,1,False,False,4,24,False,43.0,15.0,g,36.0,False,,,,,,,False,False,False,,Frömmigkeit,,,False,True,2003-09-19 12:37:13,2002-06-11 17:23:58,19.0
980,998,1024.0,,,,gaguþs,1,False,False,6,32,False,43.0,16.0,g,12.0,False,,,,,"gaguds, 25C",,True,False,False,,"anständig, ehrbar – [Adv.] ""gagudaba"": fromm",,,False,True,2003-09-19 12:38:02,2002-06-11 17:24:31,31.0
981,999,1025.0,,,,gahahjo,1,False,False,12,1,False,43.0,17.0,g,18.0,False,,,gahāhjo,,,191A2,False,False,False,,"im Zusammenhang, der Reihe nach",,,False,True,2003-09-19 12:38:14,2002-06-11 17:25:02,39.0
982,1000,1026.0,,,,gahails,1,False,False,6,32,False,43.0,18.0,g,12.0,False,,,,,,,False,False,False,,ganz unversehrt,,,False,True,2003-09-19 12:38:16,2002-06-11 17:25:13,31.0
983,1001,1027.0,,,,gahait,1,False,False,5,4,False,43.0,19.0,g,70.0,False,,,,,,,False,False,False,,Verheißung,,,False,True,2003-09-19 12:38:19,2002-06-11 17:25:21,23.0
984,1002,1028.0,,,,gahauseins,1,False,False,4,17,False,44.0,1.0,g,32.0,False,,,,,,152(6),False,False,False,,"Gehör, (Gehörtes d.i.) Predigt",,,False,True,2003-09-19 12:38:25,2002-06-11 17:33:07,17.0
985,1003,1029.0,,,,gahlaiba,1,False,False,3,23,False,44.0,2.0,g,62.0,False,,,,,,187(6),False,False,False,,Genosse,,,False,True,2003-09-19 12:38:50,2002-06-11 17:33:14,7.0
986,1004,1030.0,,,,gahlaifs,1,False,False,6,32,False,44.0,3.0,g,12.0,False,,,,,,,True,False,False,,Genosse,,,False,True,2003-09-19 12:39:38,2002-06-11 17:35:56,31.0
987,1005,1031.0,,,,ga-hnipnan,1,False,False,9,58,False,44.0,4.0,g,99.0,False,,,,,,,False,True,False,,"[Pt.Prs. gahnipnands, Konjektur Bethges für †ganipnands Mc 10,22 CA.]",,,False,True,2003-09-19 12:39:47,2002-06-11 17:39:51,56.0
988,1006,1032.0,,,,gahobains,1,False,False,4,16,False,44.0,5.0,g,30.0,False,,,,,,152(5),False,False,False,,Enthaltsamkeit,,,False,True,2003-09-19 12:40:00,2002-06-11 17:40:09,16.0
989,1007,1033.0,,,,gahraineins,1,False,False,4,17,False,44.0,6.0,g,32.0,False,,,,,,152(6),False,False,False,,Reinigung,,,False,True,2003-09-19 12:40:02,2002-06-11 17:40:17,17.0
990,1008,1034.0,,,,gahugds,1,False,False,4,16,False,44.0,7.0,g,30.0,False,,,,,,,False,False,False,,Gesinnung; Sinn; Gewissen,,,False,True,2003-09-19 12:40:05,2002-06-11 17:40:48,16.0
991,1009,1035.0,,,,gaƕairbs,1,False,False,6,32,False,44.0,8.0,g,12.0,False,,,,,,,False,False,False,,"fügsam, getreu",,,False,True,2005-11-23 13:36:26,2002-06-11 17:41:12,31.0
992,1010,1036.0,,,,gaƕeilains,1,False,False,4,16,False,44.0,9.0,g,30.0,False,,,,,,,False,False,False,,"Verweilen, Ruhe",,,False,True,2003-09-19 12:40:23,2002-06-11 17:41:25,16.0
993,1011,1037.0,,,,gaiainna,1,False,False,2,2,False,44.0,10.0,g,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-16 04:07:26,2002-06-11 17:42:29,30.0
994,1012,1038.0,,,,gaidw,1,False,False,5,4,False,44.0,11.0,g,70.0,False,,,,,,,True,False,False,,Mangel,,,False,True,2003-09-19 12:43:42,2002-06-11 17:42:48,23.0
995,1013,1039.0,,,,gailjan,1,False,False,9,55,False,44.0,12.0,g,96.0,False,,,,,,,False,False,False,,fröhlich machen,,,False,True,2003-09-19 12:43:54,2002-06-11 17:43:08,53.0
996,1014,1040.0,,,,Gainnesaraiþ,1,True,False,1,2,False,44.0,13.0,g,48.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-19 12:44:05,2002-06-11 17:44:05,72.0
997,1015,1041.0,,,,gairda,1,False,False,4,11,False,44.0,14.0,g,37.0,False,,,,,,,False,False,False,,Gürtel,,,False,True,2003-09-19 12:44:06,2002-06-11 17:44:21,12.0
998,1016,1042.0,,,,bi-gairdan,1,False,False,9,44,False,44.0,15.0,g,7.0,False,,,,,,206,False,False,False,,umgürten,,,False,True,2003-09-19 12:44:30,2002-06-11 17:45:15,42.0
999,1017,1043.0,,,,uf-gairdan,1,False,False,9,44,False,44.0,16.0,g,7.0,True,,,,,,,False,False,False,,umgürten,,,False,True,2003-09-19 12:44:35,2002-06-11 17:45:50,42.0
1000,1018,1044.0,,,,Gairgaisainus,1,False,False,1,22,False,44.0,17.0,g,66.0,False,,,,,,163,True,False,False,,,,,False,True,2003-09-19 12:45:09,2002-06-11 18:39:36,72.0
1001,1019,1045.0,,,,gairnei,1,False,False,4,24,False,44.0,18.0,g,36.0,False,,,,,,,False,False,False,,"Verlangen, Wunsch",,,False,True,2003-09-19 12:45:12,2002-06-11 18:39:54,19.0
1002,1020,1046.0,,,,gairnjan,1,False,False,9,55,False,44.0,19.0,g,96.0,False,,,,,,,False,False,False,,"[m. Gen.] begehren, verlangen nach; bedürfen",,,False,True,2003-09-19 12:45:16,2002-06-11 18:41:53,53.0
1003,1021,1047.0,,,,gairuni,1,False,False,5,8,False,44.0,20.0,g,71.0,False,,,,,,,True,False,False,,Leidenschaft,,,False,True,2003-09-19 12:45:22,2002-06-11 18:42:12,25.0
1004,1022,1048.0,,,,us-gaisjan,1,False,False,9,55,False,44.0,21.0,g,96.0,False,,,,,,,False,False,False,,"erschrecken: ""~iþs ist"": ist von Sinnen",,,False,True,2003-09-19 12:45:24,2002-06-11 18:42:22,53.0
1005,1023,1049.0,,,,gaitein,1,False,False,5,4,False,44.0,22.0,g,70.0,False,,,,,,,True,False,False,,Böcklein,,,False,True,2003-09-19 12:45:27,2002-06-11 18:42:58,23.0
1006,1024,1050.0,,,,gaits,1,False,False,4,16,False,44.0,23.0,g,30.0,False,,,,,,,False,False,False,,Ziege,,"[Ebbinghaus 1981, §103.A6]: ""Auch ahaks und gaits werden allgemein hierher gestellt, obwohl sie ihrer Bildung nach zu den Konsonantstämmen §116 gehören. Die belegten Formen NSg. ahaks, gaits, ASg. ahak, GDPl. ahakê, ahakim lassen nicht erkennen, ob die Wörter tatsächlich zur i-Dekl. übergetreten sind.""",False,True,2003-09-19 12:45:32,2002-06-11 18:43:03,16.0
1007,1025,1051.0,,,,Gaïus,1,False,False,1,2,False,44.0,24.0,g,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-19 12:45:36,2002-06-11 18:43:19,72.0
1008,1026,1052.0,,,,gajuk,1,False,False,5,4,False,44.0,25.0,g,70.0,False,,,,,,,False,False,False,,(Gespann) Paar,,,False,True,2003-09-19 12:45:40,2002-06-11 18:43:29,23.0
1009,1027,1053.0,,,,gajuka,1,False,False,3,23,False,44.0,26.0,g,62.0,False,,,,,,"187,6",False,False,False,,Genosse,,,False,True,2003-09-19 12:45:48,2002-06-11 18:43:49,7.0
1010,1028,1054.0,,,,gajuko,1,False,False,4,24,False,44.0,27.0,g,36.0,False,,,,,,,False,False,False,,"(Zusammenjochung, Zusammenstellung) Gleichnis",,,False,True,2003-09-19 12:45:51,2002-06-11 18:44:18,19.0
1011,1029,1055.0,,,,gakunds,1,False,False,4,16,False,44.0,28.0,g,30.0,False,,,,,,,False,False,False,,Überredung,,,False,True,2003-09-19 12:45:53,2002-06-11 18:44:28,16.0
1012,1030,1057.0,,,,gakusts,1,False,False,4,16,False,44.0,30.0,g,30.0,False,,,,,,,False,False,False,,Probe,,,False,True,2003-09-19 12:46:02,2002-06-11 18:47:43,16.0
1013,1031,1058.0,,,,galaista,1,False,False,3,23,False,44.0,31.0,g,62.0,False,,,,,,"187,6",False,False,False,,[m. Dat.] Nachfolger,,,False,True,2003-09-19 12:47:00,2002-06-11 18:47:59,7.0
1014,1032,1059.0,,,,Galateis,1,True,False,1,2,False,45.0,1.0,g,75.0,False,,,,,,163,False,False,False,,,Plur.,,False,True,2003-09-19 12:47:51,2002-06-11 18:51:53,72.0
1015,1033,1060.0,,,,Galatia,1,False,False,1,2,False,45.0,2.0,g,1.0,False,,,,,,,True,False,False,,,,,False,True,2003-09-19 12:47:56,2002-06-11 18:52:28,72.0
1016,1034,1061.0,,,,galaubeins,1,False,False,6,32,False,45.0,3.0,g,12.0,False,,,,1.0,,,False,False,False,,gläubig,,,False,True,2003-09-19 12:48:01,2002-06-11 18:53:06,31.0
1017,1035,1062.0,,,,galaubeins,1,False,False,4,17,False,45.0,4.0,g,30.0,False,,,,2.0,,,False,False,False,,Glaube,,"Streitberg: class ""Fi"" should be ""Fi/o"", compare with ""ungalaubeins"" (typographic error?)",False,True,2003-09-19 12:51:04,2002-06-11 18:53:22,16.0
1018,1036,1063.0,,,,galaufs,1,False,False,6,32,False,45.0,5.0,g,12.0,False,,,,,,,True,False,False,,wertvoll,,,False,True,2003-09-19 12:51:11,2002-06-11 18:54:57,31.0
1019,1037,1064.0,,,,galeika,1,False,False,3,23,False,45.0,6.0,g,62.0,False,,,,,,"187,6",True,False,False,,eines Leibes,,,False,True,2003-09-19 12:51:20,2002-06-11 18:55:12,7.0
1020,1038,1065.0,,,,galeiki,1,False,False,5,8,False,45.0,7.0,g,71.0,False,,,,,,,True,False,False,,Abbild,,,False,True,2003-09-19 12:51:26,2002-06-11 18:55:25,25.0
1021,1039,1066.0,,,,galeiks,1,False,False,6,32,False,45.0,8.0,g,12.0,False,,,,,,,False,False,False,,"[m. Dat.] ähnlich – ""galeiks wisan"": ähnlich sein, gleichen – [Man beachte den Gegensatz: ""ni ibnon ak galeika sweriþa"" Sk 5,22 und ""ni ibnaleika frijaþwa ak galeika"" Sk 5,26.] – [Adv.] ""galeiko"" [für ἴσα] gleich [Ph 2,6, vgl. Anm. zur Stelle]",,,False,True,2003-09-19 12:51:30,2002-06-11 18:58:51,31.0
1022,1040,1067.0,,,,Galeilaia,1,False,False,1,2,False,45.0,9.0,g,1.0,False,,,,,,163,False,False,False,,,,,False,True,2003-09-19 12:51:35,2002-06-11 19:00:13,72.0
1023,1041,1068.0,,,,Galeilaius,1,False,False,1,22,False,45.0,10.0,g,66.0,False,,,,,,163,False,False,False,,"1. γαλιλαῖος_x000D_
2. [Als Vertretung des Landesnamens]",,,False,True,2003-09-19 12:52:33,2002-06-11 19:01:47,72.0
1024,1042,1069.0,,,,galga,1,False,False,3,23,False,45.0,11.0,g,62.0,False,,,,,,,False,False,False,,"Pfahl, Kreuz",,,False,True,2003-09-19 12:52:46,2002-06-11 19:02:03,7.0
1025,1043,1070.0,,,,galigri,1,False,False,5,8,False,45.0,12.0,g,71.0,False,,,,,,,False,False,False,,'concubitus' Beilager,,,False,True,2003-09-19 12:52:50,2002-06-11 19:07:03,25.0
1026,1044,1071.0,,,,galiug,1,False,False,5,4,False,45.0,13.0,g,70.0,False,,,,,,,False,False,False,,"Lüge:_x000D_
1. ""galiug taujan"": fälschen – ""galiug weitwodjan"": falsch zeugen [imperfektiv]_x000D_
2. Götzenbild – ""~am skalkinonds"": Götzendiener – ""þatei ~am saljada (gasaliþ ist)"": Götzenopfer – ""in ~e stada"": im Götzentempel",,,False,True,2003-09-19 12:52:52,2002-06-11 19:09:45,23.0
1027,1045,1072.0,,,,galiugaapaustaulus,1,False,False,3,22,False,45.0,14.0,g,66.0,False,,,,,,163,False,False,False,,falscher Apostel,,,False,True,2003-09-19 12:53:08,2002-06-11 19:11:32,75.0
1028,1046,1073.0,,,,galiugabroþar,1,False,False,3,26,False,45.0,15.0,g,64.0,False,,,,,,158,False,False,False,,falscher Bruder,,,False,True,2003-09-19 12:53:18,2002-06-11 19:11:48,8.0
1029,1047,1074.0,,,,galiugaguþ,1,False,False,5,4,False,45.0,16.0,g,70.0,False,,,,,,133(1),False,False,False,,"Götze; ""~de skalkinassus"": Götzendienst; ""~dam gasaliþ"": Götzenopfer",,,False,True,2003-09-19 13:03:34,2002-06-11 19:12:55,23.0
1030,1048,1075.0,,,,galiugapraufetus,1,False,False,3,22,False,45.0,17.0,g,66.0,False,,,,,,163,True,False,False,,falscher Prophet,,,False,True,2003-09-19 13:03:48,2002-06-11 19:13:54,75.0
1031,1049,1076.0,,,,galiugaweitwoþs,1,False,True,3,2,False,45.0,18.0,g,54.0,False,unreg.M.,4.0,,,,161(1d),False,False,False,,falscher Zeuge,,,False,True,2003-09-16 06:30:59,2002-06-11 19:15:22,11.0
1032,1050,1077.0,,,,galiugaxristus,1,False,False,3,19,False,45.0,19.0,g,65.0,False,,,,,,163,False,False,False,,falscher Christus,,,False,True,2003-09-19 13:04:17,2002-06-11 19:15:52,6.0
